GEOID,year,median_income,population,median_gross_rent,median_house_value,unemployment_rate_in_pop,poverty_rate,MoveOutNum,MoveInNum,MovesDiff,Professional_Scientific_Technical,RetailTrade,Accommodation_FoodServices,Administrative _Support_WasteManagement_Remediation,Agriculture_Forestry_Fishing_Hunting,Arts_Entertainment_Recreation,Construction,EducationalServices,Finance_nsurance,HealthCare_SocialAssistance,Information,ManagementCompanies_Enterprises,Manufacturing,Other,PublicAdministration,RealEstate_Rental_Leasing,Transportation_Warehousing,Utilities,WholesaleTrade,Mining_Quarrying_Oil_Gas
90019,2013,21428,65408,1120,617300,7.8,0.227388087084149,49,43,-6,0.0983816509488881,0.0867388520200256,0.0370241005937827,0.301199208289673,0.002794271742927,0.0351612527651648,0.0571661427407149,0.0156013505646758,0.0292234253114449,0.0563511468156945,0.0525090231691699,0.000931423914309,0.0206077541040866,0.113051577599255,0.00128070788217488,0.0351612527651648,0.0193270462219117,0.000349283967865875,0.0369076726044941,0.00023285597857725
90020,2013,21562,39866,1107,511800,9.7,0.186023177645111,19,37,18,0.0769630785231409,0.0896169180100537,0.0565089270237476,0.30767897382562,0.00225342347027214,0.0208008320332813,0.0367481365921304,0.015947304558849,0.0410816432657306,0.0944704454844861,0.0334546715201941,0.00121338186860808,0.016293985092737,0.0892702374761657,0.00433350667360028,0.0443751083376668,0.0235742763043855,0.000346680533888022,0.0448951291384989,0.000173340266944011
90021,2013,12154,2940,517,444000,9.4,0.435714285714286,89,62,-27,0.0697846153846154,0.253661538461538,0.0246153846153846,0.195569230769231,0.00590769230769231,0.0158769230769231,0.0119384615384615,0.00578461538461538,0.0249846153846154,0.0118153846153846,0.0221538461538462,0.00196923076923077,0.0824615384615385,0.0376615384615385,0.00110769230769231,0.0301538461538462,0.0241230769230769,,0.180307692307692,0.000123076923076923
90022,2013,16918,70147,956,294800,8.4,0.246567921650249,28,20,-8,0.0734318133162064,0.157567972596874,0.0524512952258617,0.190109184328838,0.00256904303147078,0.00984799828730465,0.0500963391136802,0.0173410404624277,0.0460286876471848,0.0912010276172126,0.0177692143010062,0.000856347677156926,0.0293299079426247,0.123956326268465,0.0107043459644616,0.0299721687004924,0.0445300792121601,0.00107043459644616,0.0511667737101263,
90023,2013,16624,45126,978,287500,6.9,0.32697336347117,22,36,14,0.062111801242236,0.16695652173913,0.0342857142857143,0.19776397515528,0.00372670807453416,0.0126708074534161,0.0370186335403727,0.0161490683229814,0.0325465838509317,0.0583850931677019,0.0166459627329193,0.000993788819875776,0.0939130434782609,0.0944099378881988,0.00298136645962733,0.0315527950310559,0.0427329192546584,0.000248447204968944,0.0944099378881988,0.000496894409937888
90024,2013,14829,50964,1830,963400,5.5,0.247841613688094,59,61,2,0.134313275149288,0.0520900321543408,0.0358291226458429,0.243362425355994,0.00339917317409279,0.0338998621956821,0.0227836472209463,0.0192926045016077,0.0701883325677538,0.103261368856224,0.0655948553054662,0.00532843362425356,0.0179145613229215,0.0813964170877354,0.00321543408360129,0.0763435920992191,0.00762517225539734,0.000275608635737253,0.0227836472209463,0.00110243454294901
90025,2013,41060,43555,1576,669100,5.6,0.123751578464011,105,126,21,0.148107211936999,0.0548217739707101,0.0276872064106107,0.224758220502901,0.0037579441834761,0.0333241226858248,0.0263056092843327,0.0121580547112462,0.0785299806576402,0.112683061619232,0.06913512019895,0.00414479137883393,0.0155291516993645,0.0709588284056369,0.00397899972368058,0.0762641613705444,0.00922906880353689,0.00060790273556231,0.027355623100304,0.000663166620613429
90026,2013,21924,68726,1070,551500,10.3,0.232663038733522,36,35,-1,0.101443569553806,0.0937007874015748,0.0423884514435696,0.329527559055118,0.00380577427821522,0.0337270341207349,0.0325459317585302,0.0162729658792651,0.0207349081364829,0.0606299212598425,0.0758530183727034,0.00118110236220472,0.0181102362204724,0.0876640419947507,0.00341207349081365,0.0356955380577428,0.0152230971128609,0.000131233595800525,0.0279527559055118,
90027,2013,27259,45942,1178,793200,8,0.187627878629576,55,35,-20,0.0987051581405222,0.0725960517936744,0.0454255996603694,0.289428995966886,0.0037147102526003,0.0430906389301634,0.0277011250265336,0.0102950541286351,0.0267459138187221,0.0942475058374018,0.0922309488431331,0.00191042241562301,0.0174060708978985,0.0759923583103375,0.00191042241562301,0.0452133305030779,0.0230312035661218,0.000424538314582891,0.0297176820208024,0.000212269157291446
90028,2013,20645,28151,1101,593900,10.4,0.286952506127669,63,47,-16,0.113048532403371,0.0876683134747651,0.0711033614259421,0.246343117310859,0.003293616196842,0.0670347767121961,0.025089605734767,0.012883851593529,0.028673835125448,0.035067325389906,0.117504601375569,0.002421776615325,0.018599244405696,0.0720720720720721,0.003003003003003,0.0506635667925991,0.01840550227647,0.000484355323065001,0.026252058510123,0.000387484258452
90029,2013,18920,40208,966,511100,9.1,0.260047751691206,24,28,4,0.0788690476190476,0.125248015873016,0.0548115079365079,0.259176587301587,0.00173611111111111,0.0277777777777778,0.0374503968253968,0.0104166666666667,0.0228174603174603,0.0848214285714286,0.0582837301587302,0.000744047619047619,0.017609126984127,0.114335317460317,0.00124007936507937,0.0381944444444444,0.0300099206349206,0.000744047619047619,0.0354662698412698,0.000248015873015873
90031,2013,15610,40052,963,340500,8.9,0.32587636073105,20,14,-6,0.109852385856505,0.128046687263989,0.0394782011671816,0.287675935461723,0.00549261929282527,0.0243734981119121,0.0487469962238242,0.0216271884654995,0.0271198077583248,0.0425677995193958,0.0322691383453484,0.00137315482320632,0.036731891520769,0.0947476828012358,0.00720906282183316,0.0295228286989358,0.0274630964641263,,0.0353587366975626,0.000343288705801579
90032,2013,19256,47784,1068,325100,10.9,0.193202745688934,11,17,6,0.0861889927310488,0.114226375908619,0.0380754586362063,0.281066112841814,0.00449982692973347,0.0245759778470059,0.0616130148840429,0.0280373831775701,0.0287296642436829,0.0456905503634476,0.0321910695742471,0.00103842159916926,0.0283835237106265,0.106611284181378,0.00380754586362063,0.0294219453097958,0.0359986154378678,0.00103842159916926,0.0488058151609554,
90033,2013,15438,49049,891,291100,10.7,0.342779669310282,13,10,-3,0.0617617279784003,0.120485993925076,0.0627742153223085,0.179885251434357,0.00269996625042187,0.0182247721903476,0.030374620317246,0.0242996962537968,0.0232872089098886,0.201822477219035,0.0199122510968613,0.00134998312521094,0.0232872089098886,0.110023624704691,0.0107998650016875,0.0236247046911914,0.0327370907863652,0.0010124873439082,0.0516368545393183,
90034,2013,32927,58703,1371,637100,6.1,0.175067713745464,73,65,-8,0.143465443825745,0.0779561087454962,0.0305710230374495,0.292935910033847,0.00240200895294246,0.0330822142155257,0.0394147832732831,0.0167048804454635,0.0357025876187357,0.0634348728027077,0.0631073261273065,0.00131018670160498,0.0218364450267496,0.0788295665465662,0.00131018670160498,0.0456381701059068,0.017359973796266,0.000764275575936238,0.033846489791462,0.000327546675401245
90035,2013,37238,30999,1641,842500,7.4,0.0886480209039001,39,36,-3,0.119759697009273,0.080841060467546,0.0335640590309521,0.283400809716599,0.00391798354446911,0.0287318793261068,0.0393104348961734,0.0177615254015933,0.0433590178921249,0.085542640720909,0.0509337860780985,0.00222019067519916,0.0201123155282748,0.0895912237168604,0.00117539506334073,0.0569413608462845,0.00979495886117278,0.000130599451482304,0.0325192634190936,0.000391798354446911
90036,2013,46452,36101,1791,945000,6.9,0.133652807401457,99,93,-6,0.13456069450681,0.0886843286933094,0.0347253405178865,0.282816943571322,0.00314324202963628,0.0484208950755875,0.0271665918275707,0.0125729681185451,0.0377937434515791,0.0577757820685526,0.0902559497081275,0.00329292022152372,0.017437509354887,0.0695255201317168,0.00217033378236791,0.0455770094297261,0.0100284388564586,0.000523873671606047,0.0331537195030684,0.000374195479718605
90037,2013,15320,61845,951,271400,10.1,0.405303581534481,22,19,-3,0.053747387279785,0.171095849507316,0.0388175574798447,0.224843236787101,0.00179157957599283,0.0182143923559271,0.0501642281277993,0.0164228127799343,0.0286652732158853,0.0743505524037026,0.0191101821439236,0.00179157957599283,0.0286652732158853,0.148402508211406,0.00627052851597492,0.0319498357718722,0.0432965064198268,0.00149298297999403,0.0406091370558376,0.000298596595998806
90038,2013,20138,29836,1037,525800,10.4,0.278422040488001,46,35,-11,0.100257542310522,0.102649006622517,0.0423105224429728,0.246136865342163,0.00275938189845475,0.0629139072847682,0.0279617365710081,0.0139808682855041,0.022075055187638,0.0358719646799117,0.119021339220015,0.00147167034584253,0.025570272259014,0.0917954378219279,0.00183958793230316,0.0454378219278882,0.0224429727740986,0.000551876379690949,0.0347682119205298,0.000183958793230316
90039,2013,33790,27049,1259,6e+05,7.4,0.131982698066472,32,27,-5,0.110976244147737,0.0740419628923184,0.0357204785850529,0.305531472169239,0.0039882087740593,0.0405756892665164,0.0400554881220739,0.0130050286110629,0.0216750476851049,0.0608635338997746,0.0886075949367089,0.00121380267036587,0.0306918675221085,0.0790705739552627,0.00173400381480839,0.0386682850702272,0.0147390324258713,0.000346800762961679,0.0384948846887463,
90040,2013,18730,12696,879,326100,9.1,0.165170132325142,46,60,14,0.0688073394495413,0.140950792326939,0.0310675562969141,0.162844036697248,0.00354462051709758,0.00834028356964137,0.0339866555462886,0.00625521267723103,0.0377397831526272,0.0281484570475396,0.0175145954962469,0.00417014178482068,0.10675562969141,0.0481651376146789,0.00938281901584654,0.0377397831526272,0.0740200166805671,0.000834028356964137,0.17952460383653,0.000208507089241034
90041,2013,25072,28203,1211,535500,5.9,0.113711307307733,21,21,0,0.113162311196356,0.0891872452649245,0.0491488851594342,0.274994006233517,0.00263725725245744,0.0299688324142891,0.055142651642292,0.0175017981299449,0.0374011028530328,0.0791177175737233,0.0462718772476624,0.000719251977942939,0.0196595540637737,0.0947015104291537,0.00263725725245744,0.039798609446176,0.0172620474706305,0.00143850395588588,0.0290098297770319,0.000239750659314313
90042,2013,22367,60623,1125,382100,8.8,0.186859772693532,17,14,-3,0.0973468980650309,0.0973468980650309,0.037901456213844,0.321164971075205,0.00319170157590265,0.0289247955316178,0.0550568521843208,0.0169559146219828,0.0289247955316178,0.0556552962298025,0.0516656692599242,0.00219429483343307,0.0177538400159585,0.0973468980650309,0.0011968880909635,0.0369040494713744,0.018950728106922,0.0011968880909635,0.0297227209255935,0.000598444045481748
90043,2013,22094,43527,1037,364300,10.2,0.216922829508121,11,14,3,0.092913098925123,0.0869010748770268,0.0267808343960649,0.284933503370377,0.000910912734560029,0.0273273820368009,0.0457278192749135,0.0271451994898889,0.0395336126799053,0.0688650027327382,0.030424485334305,0.00163964292220805,0.0151211513936965,0.146110402623429,0.00218619056294407,0.0455456367280015,0.029877937693569,0.00182182546912006,0.0258699216615048,0.000364365093824012
90044,2013,16517,87590,968,269400,8.2,0.342413517524832,16,16,0,0.0640854472630174,0.123943035157988,0.0304850912327548,0.244548286604361,0.00267022696929239,0.0231419670672007,0.0663106364040944,0.0191366266132621,0.0246995994659546,0.0816644414775256,0.0195816644414775,0.000667556742323098,0.014018691588785,0.157320872274143,0.00356030262572319,0.0313751668891856,0.0629728526924789,0.0011125945705385,0.0287049399198932,
90045,2013,37373,40272,1659,661700,6.2,0.107444378228049,93,81,-12,0.141533663547973,0.0627407815079802,0.0410016510731976,0.237204182718767,0.00275178866263071,0.0257750871399743,0.0388919464318474,0.0153182902219776,0.0509080902586681,0.068611263988259,0.0497156485048615,0.00220143093010457,0.0202715098147129,0.0752155567785727,0.00476976701522656,0.0581544670702623,0.0706292423408549,0.000458631443771785,0.0332049165290772,0.000642084021280499
90046,2013,36293,50499,1368,873100,8.2,0.162953721855878,76,64,-12,0.118888212619193,0.0825725299249341,0.0367214445120714,0.301210522756475,0.00365185636031649,0.0564685196456347,0.0271860417934672,0.0113613308987624,0.0261716372489349,0.0440927842023399,0.110367214445121,0.00270507878541963,0.0175153851355921,0.0737133969026848,0.00121728545343883,0.0438899032934334,0.0137959018056401,0.000473388787448434,0.0276594305809157,0.000338134848177453
90047,2013,21617,47533,1021,286800,9.8,0.209580712347211,15,16,1,0.0794044665012407,0.110421836228288,0.0339123242349049,0.263854425144748,0.000620347394540943,0.0225392886683209,0.0481803143093466,0.02191894127378,0.0306038047973532,0.0707196029776675,0.0231596360628619,0.000206782464846981,0.0231596360628619,0.158602150537634,0.0033085194375517,0.0343258891645988,0.0413564929693962,0.000827129859387924,0.0320512820512821,0.000827129859387924
90048,2013,44816,21316,1679,941100,7,0.0917620566710452,111,71,-40,0.111809685641461,0.0933729821580289,0.0349192863211555,0.241206457094308,0.00254885301614274,0.0384027187765506,0.024553950722175,0.00951571792693288,0.0429056924384027,0.148598130841122,0.0699235344095157,0.00254885301614274,0.0175870858113849,0.0692438402718777,0.00203908241291419,0.0545454545454545,0.00569243840271878,0.000169923534409516,0.0300764655904843,0.000339847068819031
90049,2013,59119,35310,1846,1000001,4.5,0.0640328518833192,59,52,-7,0.129413826338386,0.0493297117322352,0.0237448523613423,0.295540173486375,0.0048190659773942,0.0345220362744239,0.0271620082362219,0.0119162358713747,0.0725488478051345,0.0855165162533953,0.0641373871900464,0.0050819241216157,0.0151581529834399,0.0655392972925611,0.00157714886532901,0.0863927100674669,0.0053447822658372,0.000350477525628669,0.0215543678261631,0.000350477525628669
90056,2013,46063,8536,1506,712400,6.8,0.0531865042174321,9,13,4,0.13353115727003,0.0558852621167161,0.0178041543026706,0.300197823936696,0.0029673590504451,0.0276953511374876,0.033135509396637,0.0212660731948566,0.0514342235410485,0.0781404549950544,0.0469831849653808,0.000989119683481701,0.0143422354104847,0.105341246290801,0.00346191889218595,0.0618199802176063,0.0222551928783383,,0.0217606330365974,0.000989119683481701
90057,2013,15805,45392,876,282600,9,0.365262601339443,25,22,-3,0.0958413001912046,0.10038240917782,0.0411089866156788,0.22131931166348,0.00167304015296367,0.0191204588910134,0.0303537284894838,0.0148183556405354,0.0332217973231358,0.158938814531549,0.0413479923518164,,0.015774378585086,0.116634799235182,0.00454110898661568,0.0454110898661568,0.0229445506692161,0.000956022944550669,0.0351338432122371,0.000478011472275335
90058,2013,12692,2980,641,191100,11,0.575838926174497,46,67,21,0.0510767040398647,0.187577860829329,0.0211781455775049,0.164086136323189,0.00658480156611497,0.00694073678590497,0.0181526962092899,0.00177967609894999,0.0291866880227799,0.00711870439579996,0.00996618615411995,0.00231357892863499,0.142907990745684,0.0446698700836448,0.00106780565936999,0.0343477487097348,0.0475173518419648,0.000711870439579996,0.222637479978644,0.000177967609894999
90059,2013,15742,41831,898,221500,10.3,0.35829886925964,6,11,5,0.0488819552782111,0.115964638585543,0.0353614144565783,0.251170046801872,0.00208008320332813,0.0187207488299532,0.0488819552782111,0.0280811232449298,0.0218408736349454,0.112324492979719,0.0135205408216329,,0.0208008320332813,0.126885075403016,0.0104004160166407,0.0244409776391056,0.0847633905356214,0.0015600624024961,0.0338013520540822,0.000520020800832033
90061,2013,16156,27457,1093,256400,10.5,0.331973631496522,12,15,3,0.0637342908438061,0.12657091561939,0.0350089766606822,0.194344703770198,0.00134649910233393,0.0161579892280072,0.0489228007181329,0.0237881508078995,0.0246858168761221,0.0565529622980251,0.0161579892280072,0.000448833034111311,0.0731597845601436,0.131508078994614,0.00448833034111311,0.0318671454219031,0.0825852782764812,,0.0686714542190305,
90062,2013,15417,32450,1009,278700,9.2,0.273004622496148,9,3,-6,0.0771573604060914,0.104568527918782,0.0355329949238579,0.277664974619289,0.00203045685279188,0.0157360406091371,0.0741116751269036,0.016243654822335,0.0289340101522843,0.0736040609137056,0.0274111675126904,,0.0131979695431472,0.148223350253807,0.00203045685279188,0.0233502538071066,0.050253807106599,0.00152284263959391,0.0279187817258883,0.00050761421319797
90063,2013,16702,54160,1012,273400,9.4,0.266081979320532,8,8,0,0.0731511254019293,0.14951768488746,0.0458199356913183,0.229903536977492,0.00160771704180064,0.0180868167202572,0.0683279742765273,0.0209003215434084,0.0305466237942122,0.0393890675241158,0.0213022508038585,0.000401929260450161,0.0430064308681672,0.108922829581994,0.00884244372990354,0.0297427652733119,0.0518488745980707,0.00120578778135048,0.057475884244373,
90064,2013,41739,26103,1672,904200,4.5,0.0972685131977167,70,79,9,0.167819762284903,0.0731772219265567,0.0282064928153273,0.237360298030867,0.00514458045059429,0.0333510732659216,0.0313109810182721,0.0143693453964875,0.0565016852935959,0.0809827922653894,0.068210040801845,0.00390278516941636,0.01800603157708,0.0672343445094909,0.00195139258470818,0.0693631364200816,0.012329253148838,0.000354798651765123,0.0300691857370942,0.000354798651765123
90065,2013,23586,45242,1082,453400,5.9,0.198267096945316,33,25,-8,0.108976871814975,0.0858486867894943,0.0282242257938064,0.309486475891807,0.00352802822422579,0.0325362602900823,0.060172481379851,0.0150921207369659,0.0190121520972168,0.0433163465307722,0.0674245393963152,0.00137201097608781,0.0315562524500196,0.079968639749118,0.00392003136025088,0.0415523324186593,0.0272442179537436,0.000784006272050176,0.0392003136025088,0.000784006272050176
90066,2013,35891,59031,1381,727800,6,0.110009994748522,75,59,-16,0.147514025923776,0.0650029019152641,0.0261172373766686,0.305668407815825,0.00377248984329658,0.0343393306248791,0.043045076417102,0.0176049526020507,0.0321145289224221,0.0605532985103502,0.0787386341652157,0.00232153221125943,0.0194428322692977,0.077577868059586,0.000967305088024763,0.0453666086283614,0.0120913136003095,0.000290191526407429,0.0270845424646934,0.000386922035209905
90067,2013,62609,2312,2001,928600,3.9,0.0756920415224913,63,60,-3,0.220618751179023,0.0415016034710432,0.021505376344086,0.195434823618185,0.00481041312959819,0.0425391435578193,0.0183927560837578,0.00537634408602151,0.116864742501415,0.0533861535559328,0.104602905112243,0.00943218260705527,0.0130164119977363,0.0508394642520279,0.00282965478211658,0.0739483116393133,0.00556498773816261,0.000377287304282211,0.0175438596491228,0.00141482739105829
90068,2013,47200,22043,1431,952100,8.4,0.104749807195028,47,43,-4,0.115509009702757,0.0488218081010319,0.0204835977206222,0.360542122285538,0.00585245649160635,0.0645310334206068,0.0247959340828585,0.0100107808409056,0.0266440782381026,0.0297243184968428,0.138764823656245,0.0016941321423071,0.0183274295395041,0.0551363006314493,0.00107808409055906,0.0446634837517326,0.00708455259510242,0.000154012012937009,0.0260280301863545,0.000154012012937009
90069,2013,49929,20731,1532,696700,7.3,0.12223240557619,101,64,-37,0.135313814716236,0.0815660685154976,0.0425002146475487,0.263673048853782,0.00283334764316992,0.0551214905125783,0.0234395123207693,0.00841418391001975,0.0397527260238688,0.0462780115051086,0.109126813771787,0.00403537391602988,0.0201768695801494,0.066283163046278,0.00137374431183996,0.0545204773761484,0.00721215763715978,0.000429295097449987,0.0376062505366189,0.00034343607795999
90071,2013,,0,,,,,42,45,3,0.265888726818087,0.032923525734528,0.0312565117732861,0.170243800791832,0.0045842883934153,0.0129193581996249,0.0270889768701813,0.00937695353198583,0.183371535736612,0.0245884559283184,0.0266722233798708,0.010418837257762,0.0137528651802459,0.066680558449677,0.0066680558449677,0.0750156282558867,0.0131277349447802,0.00208376745155241,0.021671181496145,0.00166701396124193
90073,2013,10432,773,,,7.1,0.551099611901682,,,,0.0632911392405063,0.0126582278481013,0.0126582278481013,0.139240506329114,,0.0253164556962025,0.0759493670886076,,,0.506329113924051,,,,0.10126582278481,0.0379746835443038,0.0126582278481013,0.0126582278481013,,,
90077,2013,68539,8506,1991,1000001,4.3,0.0322125558429344,9,16,7,0.111769059955588,0.0384900074019245,0.0192450037009623,0.35899333826795,0.00592153960029608,0.0273871206513694,0.0329385640266469,0.0114729829755737,0.0736491487786825,0.0588452997779423,0.0581051073279053,0.00592153960029608,0.0111028867505551,0.0710584752035529,0.00148038490007402,0.0773501110288675,0.0077720207253886,0.00185048112509252,0.0255366395262768,0.00111028867505551
90079,2013,,0,,,,,14,5,-9,0.0920502092050209,0.223152022315202,0.0111576011157601,0.174337517433752,,0.0097629009762901,0.00836820083682008,0.0097629009762901,0.0278940027894003,0.00278940027894003,0.0209205020920502,,0.0808926080892608,0.0209205020920502,,0.0097629009762901,0.00836820083682008,,0.299860529986053,
90089,2013,2499,3276,1063,,3.6,0.0119047619047619,1,,,0.0901287553648069,0.0407725321888412,0.0515021459227468,0.105150214592275,0.00429184549356223,0.0300429184549356,0.0107296137339056,0.330472103004292,0.0171673819742489,0.165236051502146,0.0429184549356223,,0.00429184549356223,0.0686695278969957,0.00858369098712446,0.00643776824034335,0.0128755364806867,0.00214592274678112,0.00858369098712446,
90090,2013,,0,,,,,,,,0.0526315789473684,,0.157894736842105,0.157894736842105,,0.263157894736842,,,,,0.210526315789474,0.0526315789473684,,0.0526315789473684,,0.0526315789473684,,,,
90094,2013,64970,5852,2001,645900,8.6,0.0767259056732741,10,13,3,0.199629171817058,0.0463535228677379,0.0327564894932015,0.30840543881335,0.0030902348578492,0.0370828182941904,0.0222496909765142,0.0148331273176761,0.0401730531520396,0.0580964153275649,0.0828182941903585,0.00370828182941904,0.0135970333745365,0.0475896168108776,0.00123609394313968,0.0531520395550062,0.00679851668726823,0.000618046971569839,0.0278121137206428,
90095,2013,,0,,,,,,4,,0.0659824046920821,0.0175953079178886,0.0249266862170088,0.0557184750733138,,0.00879765395894428,0.00293255131964809,0.24633431085044,0.00146627565982405,0.457478005865103,0.0278592375366569,,0.0117302052785924,0.0645161290322581,0.0102639296187683,,0.00293255131964809,,0.00146627565982405,
90201,2013,17195,101932,1077,271300,8.9,0.293568261193737,31,18,-13,0.0565602154674875,0.151596767987688,0.0532897268180069,0.1900731050404,0.00134667179684494,0.0103886110042324,0.0606002308580223,0.0142362447095037,0.0394382454790304,0.0579068872643324,0.0178914967295114,0.000961908426317815,0.0386687187379761,0.124470950365525,0.00692574066948827,0.035205848403232,0.0792612543285879,0.00134667179684494,0.0596383224317045,0.000192381685263563
90210,2013,50556,21548,2001,1000001,4.2,0.0742064228698719,88,71,-17,0.115164075993092,0.0684628670120898,0.0227288428324698,0.256027633851468,0.00345423143350605,0.0393091537132988,0.0213471502590674,0.00511226252158895,0.0768221070811744,0.107702936096718,0.0736442141623489,0.00835924006908463,0.0166493955094991,0.0682556131260794,0.00262521588946459,0.08,0.00746113989637306,0.000345423143350605,0.0261830742659758,0.000345423143350605
90211,2013,42203,7748,1738,1000001,7,0.116675271037687,72,69,-3,0.13973082394135,0.0596345333187438,0.0194769668453879,0.211292263923843,0.00284495021337127,0.0402669876354087,0.0309661888609257,0.0103950103950104,0.0595251121566911,0.153955575008207,0.0636831163146953,0.00393916183389868,0.017726228252544,0.0772513404092352,0.00142247510668563,0.0664186453660138,0.00995732574679943,0.000656526972316446,0.0303096618886093,0.000547105810263705
90212,2013,53221,12510,1918,1000001,9.6,0.0764188649080735,88,82,-6,0.149052841475573,0.0510136257892988,0.0207710202725158,0.232718511133267,0.00573280159521436,0.0449484878697242,0.0221834496510469,0.00839149219009638,0.0839149219009638,0.0900631439016285,0.0843303423064141,0.00606513791957461,0.0151213027583915,0.0636424061149884,0.00132934529744101,0.0838318378198737,0.00880691259554669,0.000332336324360253,0.0270854104353606,0.000664672648720505
90220,2013,18739,49810,1023,227500,11.5,0.232804657699257,27,29,2,0.0691347011596789,0.109723461195361,0.0276538804638715,0.198260481712756,0.00267618198037467,0.0156110615521855,0.044157002676182,0.0156110615521855,0.0278768956289028,0.0608831400535236,0.0185102586975914,0.00178412132024978,0.0535236396074933,0.103702051739518,0.00691347011596789,0.0296610169491525,0.142506690454951,0.002007136485281,0.0695807314897413,0.000223015165031222
90221,2013,16971,52446,1070,237100,10.6,0.266273881706899,20,12,-8,0.0568672251840569,0.140898705255141,0.0360497588220361,0.185833968012186,0.00126935770500127,0.0104087331810104,0.0482355927900482,0.019040365575019,0.0246255394770246,0.0599136836760599,0.0198019801980198,0.00177710078700178,0.0507743082000508,0.134805788271135,0.00583904544300584,0.0233561817720234,0.111957349581112,0.00253871541000254,0.064991114496065,0.00101548616400102
90222,2013,17586,31893,1018,228400,9.6,0.278650487567805,9,4,-5,0.0412135088723526,0.109902690326274,0.0320549513451631,0.242701774470521,0.00114481969089868,0.0183171150543789,0.0583858042358329,0.0223239839725243,0.0177447052089296,0.0618202633085289,0.0246136233543217,0.00228963938179737,0.0572409845449342,0.151116199198626,0.00400686891814539,0.0291929021179164,0.0784201488265598,0.00171722953634803,0.0446479679450487,0.00114481969089868
90230,2013,36217,32335,1488,556700,7.4,0.101190660275244,50,80,30,0.145888244596732,0.0904059040590406,0.0446758039008961,0.223642593568793,0.00210859251449657,0.0314971006852926,0.0397996837111228,0.018450184501845,0.044016868740116,0.0701107011070111,0.0643120716921455,0.00250395361096468,0.0229309435951502,0.0926462836056932,0.00500790722192936,0.0541644702161307,0.0135740643120717,0.000527148128624143,0.0336056931997891,0.000131787032156036
90232,2013,39960,15454,1418,722200,6.3,0.0893619774815582,60,60,0,0.137726579705235,0.0784346942232763,0.047602913772658,0.226833813315263,0.00271048619346095,0.044892427579197,0.0384550228697273,0.0123665932576656,0.0296459427409792,0.0762324241910893,0.105031339996612,0.00338810774182619,0.026257834999153,0.0767406403523632,0.00304929696764357,0.0421819413857361,0.0106725393867525,0.000508216161273929,0.0367609689988142,0.000508216161273929
90240,2013,26203,25411,1307,438400,5.4,0.0727637637243713,20,17,-3,0.108335524585853,0.0681041283197476,0.0370759926373915,0.250591638180384,0.00368130423349987,0.0152511175387852,0.0667893768077833,0.00788850907178543,0.0912437549303182,0.0683670786221404,0.017354719957928,0.00236655272153563,0.0160399684459637,0.0854588482776755,0.00236655272153563,0.0867735997896398,0.0425979489876413,0.00184065211674993,0.0278727320536419,
90241,2013,27000,43776,1194,439600,7.8,0.11296144005848,35,32,-3,0.0861566763759007,0.109765445347233,0.0435382492718075,0.204967039705657,0.00275946650314273,0.0137973325157136,0.0611681741529971,0.00981143645561858,0.0703663958301395,0.0817108692319485,0.0144105472941898,0.00137973325157136,0.0280545761152844,0.102713475394757,0.00367928867085697,0.0711329143032347,0.0450712862179979,0.0015330369461904,0.0476774490265215,0.000306607389238081
90242,2013,25989,43147,1221,374700,6.6,0.147959301921339,11,22,11,0.072405929304447,0.0994868871151653,0.0524515393386545,0.242018244013683,0.000855188141391106,0.0153933865450399,0.0755416191562144,0.0199543899657925,0.0518814139110604,0.0732611174458381,0.0188141391106043,0.00171037628278221,0.0199543899657925,0.111174458380844,0.0102622576966933,0.0447548460661346,0.0553021664766249,0.00114025085518814,0.0336374002280502,
90245,2013,45064,16760,1490,736500,4.7,0.0482100238663484,64,64,0,0.171418083934908,0.0635017741343448,0.041355683347608,0.207634895387251,0.00342591459684326,0.0243484644561361,0.0397650801419307,0.0135813042946287,0.0772054325217179,0.0562828826624251,0.0485745748195277,0.00636241282270892,0.0418450997185856,0.0609323381867123,0.00783066193564175,0.0633794200416004,0.0287532117949345,0.00122354092744402,0.0424568701823076,0.000122354092744402
90247,2013,22532,47361,1082,337000,7.2,0.2047676358185,22,27,5,0.0816164817749604,0.107765451664025,0.0505150554675119,0.242274167987322,0.00257527733755943,0.0170364500792393,0.0582408874801902,0.0138668779714739,0.0328843106180666,0.0744849445324881,0.0200079239302694,0.00158478605388273,0.0386291600633914,0.126584786053883,0.00376386687797147,0.03486529318542,0.0445721077654517,0.000990491283676704,0.0475435816164818,0.000198098256735341
90248,2013,26512,9822,1058,360000,6.9,0.120240276929342,62,71,9,0.0740471869328494,0.103811252268603,0.0315789473684211,0.181851179673321,0.00453720508166969,0.011978221415608,0.0508166969147005,0.00762250453720508,0.0328493647912886,0.0337568058076225,0.0163339382940109,0.00127041742286751,0.103266787658802,0.0847549909255898,0.00181488203266788,0.0417422867513612,0.105989110707804,0.0014519056261343,0.10961887477314,0.000907441016333938
