GEOID,year,median_income,population,median_gross_rent,median_house_value,unemployment_rate_in_pop,poverty_rate,MoveOutNum,MoveInNum,MovesDiff
90732,2018,44571,22273,1961,596600,5.3,0.0545952498540834,9,13,4
90744,2018,21216,57206,1111,374400,4.5,0.215396986330105,13,12,-1
90745,2018,26603,56821,1416,418600,4.9,0.10249731613312,27,28,1
90746,2018,34782,26996,1781,462100,5.2,0.0891243147132909,35,36,1
90747,2018,,0,,,,,,,
90755,2018,38792,11555,1398,487000,4.6,0.135266118563392,23,35,12
90802,2018,35066,39453,1228,385700,4.3,0.184295237371049,54,49,-5
90803,2018,54096,32389,1635,857100,4.3,0.0881780851523665,47,35,-12
90804,2018,28641,39344,1278,476600,3.7,0.213374339162261,41,26,-15
90805,2018,22798,96708,1189,374900,7.1,0.213653472308392,29,20,-9
90806,2018,24542,42817,1139,437100,3.1,0.223812971483289,22,17,-5
90807,2018,40524,32067,1366,582300,3.3,0.0660803941746967,24,32,8
90808,2018,52559,38860,1772,634300,2.1,0.0584148224395265,30,37,7
90810,2018,22224,38579,1181,385000,5.7,0.184115710619767,21,17,-4
90813,2018,19750,59000,1071,364800,6.3,0.304796610169491,37,16,-21
90814,2018,42964,18587,1377,658700,2.9,0.132242965513531,19,17,-2
90815,2018,43398,41026,1859,622200,3.4,0.108248427826257,28,29,1
90822,2018,20795,139,,,0,0,,,
90831,2018,,0,,,,,1,1,0
91001,2018,37122,37711,1639,693900,3.2,0.080294874174644,21,34,13
91006,2018,40652,33012,1742,960500,2.9,0.0851205622197989,52,55,3
91007,2018,36170,34523,1480,1015900,2.7,0.100252005909104,33,31,-2
91008,2018,45893,1141,2777,1606100,1,0.0797546012269939,3,,
91010,2018,29264,26601,1522,445600,5.3,0.118754934025037,21,19,-2
91011,2018,63789,20423,2851,1403000,1.9,0.0327571855261225,20,29,9
91016,2018,32880,41671,1461,614800,4.6,0.073456360538504,42,50,8
91020,2018,37489,8720,1603,595600,4.4,0.109403669724771,22,15,-7
91024,2018,50813,11006,1470,924400,4.3,0.056787206978012,3,13,10
91030,2018,52643,25794,1660,985000,3.1,0.0863379080406296,28,21,-7
91040,2018,35949,20207,1400,543600,2.6,0.11773147919038,14,19,5
91042,2018,27174,26631,1361,529400,4.6,0.153617964026886,15,18,3
91046,2018,16691,143,1097,,0,0,,,
91101,2018,39316,21394,1633,523400,2.6,0.232728802467982,81,62,-19
91103,2018,24292,28425,1383,671700,2.8,0.196200527704485,30,36,6
91104,2018,30917,37974,1408,698600,3.7,0.149312687628377,20,17,-3
91105,2018,62787,12191,2338,1093200,2.6,0.0889180543023542,48,40,-8
91106,2018,39772,25375,1642,713300,3.4,0.138206896551724,36,27,-9
91107,2018,44950,32364,1667,802400,2.6,0.0708812260536398,43,44,1
91108,2018,64073,13538,3501,1862500,2.1,0.0890087162062343,23,17,-6
91201,2018,24322,23619,1535,709600,4.6,0.124518396206444,38,24,-14
91202,2018,30292,23317,1695,730200,4.5,0.124158339409015,18,17,-1
91203,2018,23790,15000,1550,494800,5.3,0.159866666666667,37,38,1
91204,2018,17750,18720,1395,480700,5.9,0.239049145299145,37,24,-13
91205,2018,20081,37618,1378,545000,4.9,0.199452389813387,47,20,-27
91206,2018,27913,34386,1558,750000,5,0.155499331123131,32,37,5
91207,2018,39453,11371,1668,1032600,3.1,0.113446486676634,4,11,7
91208,2018,50170,16049,1823,867600,2.2,0.0679793133528569,30,27,-3
91210,2018,97008,689,2950,506600,4,0.272859216255443,2,1,-1
91214,2018,41281,30654,1840,732300,2.7,0.0580674626476153,30,36,6
91301,2018,50482,25631,2318,784500,2.2,0.046116031368265,61,59,-2
91302,2018,51501,26634,2356,1201400,2.6,0.0792595930014268,34,58,24
91303,2018,24676,31053,1446,432300,3.9,0.19115705406885,53,30,-23
91304,2018,26954,53761,1419,581000,4.1,0.13026171388181,43,46,3
91306,2018,25944,49158,1354,474700,4.3,0.134627120712804,33,33,0
91307,2018,44771,26595,2727,644400,3.5,0.0469261139311901,37,25,-12
91311,2018,36986,40420,1825,585400,3.6,0.0728352300841168,94,80,-14
91316,2018,39636,29964,1663,668900,3.8,0.11750767587772,50,47,-3
91321,2018,28315,34355,1539,450000,4.1,0.152379566293116,16,17,1
91324,2018,33351,29617,1636,588300,2.6,0.128237161089915,48,49,1
91325,2018,28629,34635,1490,638700,3.4,0.155767287426014,16,26,10
91326,2018,49223,37035,1895,719800,2.9,0.0602673147023086,18,37,19
91330,2018,4011,3273,,,12,0,,,
91331,2018,21801,105799,1387,391600,4.6,0.173924139169557,27,32,5
91335,2018,26173,80524,1395,459200,3.9,0.164721076946004,48,40,-8
91340,2018,23381,36227,1343,399200,3.8,0.150467883070638,15,27,12
91342,2018,26756,96487,1525,429100,2.9,0.134297884689129,42,33,-9
91343,2018,25421,66590,1311,485500,4.9,0.196531010662262,27,20,-7
91344,2018,34566,53266,1754,593900,4.1,0.0678669320016521,32,35,3
91345,2018,26127,19205,1646,441800,4.8,0.0964852902889872,10,14,4
91350,2018,43144,37350,1862,504600,2.8,0.0473360107095047,21,37,16
91351,2018,33082,32572,1668,412300,5.1,0.0959105980596832,25,15,-10
91352,2018,22479,47438,1347,454500,3.7,0.183713478645811,48,31,-17
91354,2018,56966,32096,2279,574100,4.1,0.0402542372881356,15,17,2
91355,2018,45717,31455,1933,529300,3.4,0.0671435383881736,56,62,6
91356,2018,34103,30804,1546,878100,4.4,0.103330736268017,46,40,-6
91364,2018,49619,27340,2186,808600,4.3,0.0629846378931968,62,79,17
91367,2018,46515,45282,2066,666000,4.8,0.0963959189081754,87,95,8
91371,2018,,0,,,,,,,
91381,2018,57587,20371,1899,670900,4.9,0.058121839870404,17,20,3
91384,2018,31115,28842,1587,491800,3.7,0.0470147701268983,10,14,4
91387,2018,39583,43717,1872,487800,4.6,0.111398311869524,20,34,14
91390,2018,42475,19053,2177,576500,3.3,0.0468692594342098,21,16,-5
91401,2018,26385,41412,1318,645400,5.2,0.202067033710036,49,24,-25
91402,2018,20765,70686,1241,385300,6.4,0.248606513312396,21,18,-3
91403,2018,51505,25218,1749,921900,6.2,0.0549607423269094,52,68,16
91405,2018,21853,55384,1224,457300,6.6,0.204716163512928,48,21,-27
91406,2018,26769,55215,1357,497400,5.1,0.173793353255456,72,56,-16
91411,2018,27317,25801,1361,621400,4.9,0.178055114142863,27,24,-3
91423,2018,45782,33737,1791,890300,4.5,0.0805643655333906,60,35,-25
91436,2018,63229,15070,2312,1228000,2,0.0349037823490378,41,55,14
91501,2018,31805,20300,1653,704500,5.1,0.11679802955665,11,16,5
91502,2018,21648,11598,1417,501600,3.6,0.190205207794447,40,27,-13
91504,2018,37380,26863,1580,720600,4.3,0.0963034657335368,40,36,-4
91505,2018,42711,30680,1808,667400,4.3,0.0955671447196871,54,65,11
91506,2018,41229,18575,1587,680400,4.2,0.0816689098250337,34,27,-7
91601,2018,30140,37085,1440,607600,4.4,0.193069974383174,51,42,-9
91602,2018,45681,19358,1702,728400,7.5,0.0900402934187416,31,25,-6
91604,2018,54622,32117,1840,1088000,6.5,0.062427997633652,64,62,-2
91605,2018,21594,52210,1305,458300,4.5,0.20105343803869,53,42,-11
91606,2018,24523,44476,1243,532400,4.5,0.182997571724076,23,21,-2
91607,2018,35667,30873,1485,762400,6.3,0.105788229197033,44,39,-5
91608,2018,,0,,,,,1,,
91702,2018,22064,62348,1407,389800,4.5,0.12537691666132,29,35,6
91706,2018,22158,77342,1430,380800,3.6,0.138850818442761,57,46,-11
91711,2018,35002,36854,1612,645400,3,0.0769794323546969,27,31,4
91722,2018,29409,35708,1460,419500,4.7,0.0646633807550129,12,17,5
91723,2018,30581,18875,1320,453900,4,0.0892185430463576,21,25,4
91724,2018,32430,26091,1680,509100,5.4,0.0881913303437967,21,19,-2
91731,2018,18935,30139,1146,429700,4.4,0.230365971001029,38,33,-5
91732,2018,21263,63572,1242,431900,3.8,0.179890517838042,24,13,-11
91733,2018,20284,44968,1229,418000,3.9,0.217532467532468,55,37,-18
91740,2018,30191,26115,1462,472800,4.7,0.104537622056289,29,20,-9
91741,2018,39093,26565,1730,656900,4,0.0723508375682289,22,25,3
91744,2018,22433,87240,1393,390300,4.8,0.14052040348464,30,32,2
91745,2018,31021,54975,1794,570600,3.2,0.08243747157799,52,57,5
91746,2018,22684,30708,1348,421400,5.6,0.135046242021623,54,44,-10
91748,2018,27970,47084,1529,609600,2.9,0.11307450513975,96,58,-38
91750,2018,34242,33836,1465,568300,4.1,0.0728809551956496,21,21,0
91754,2018,27062,33058,1296,593900,2.7,0.121120454957953,33,33,0
91755,2018,21125,27734,1393,592600,3,0.160128362298983,11,10,-1
91765,2018,38174,47139,1952,643200,3.6,0.0614565434141581,37,51,14
91766,2018,21488,72332,1335,372400,4.7,0.189763866615053,29,29,0
91767,2018,23616,50264,1280,364800,5.9,0.210966098997294,31,18,-13
91768,2018,18338,35389,1204,357400,6.9,0.185594393738167,19,19,0
91770,2018,21098,63425,1322,523200,3.6,0.150461174615688,32,30,-2
91773,2018,36847,34496,1723,545600,1.9,0.0839227736549165,41,47,6
91775,2018,33670,25192,1529,761900,2.2,0.0878056525881232,12,15,3
91776,2018,22011,38410,1399,601000,3.9,0.136865399635512,59,25,-34
91780,2018,30911,35351,1548,687600,2.5,0.122316200390371,25,31,6
91789,2018,35742,44474,2166,707600,2.9,0.0692089760309394,98,73,-25
91790,2018,27844,45206,1526,473200,4.1,0.0867362739459364,26,28,2
91791,2018,30817,34363,1520,566600,3.5,0.0877688211157349,25,18,-7
91792,2018,30887,29839,1694,461900,5.7,0.125473373772579,19,11,-8
91801,2018,26402,54479,1357,577000,3.3,0.141338864516603,32,34,2
91803,2018,25266,30385,1324,589700,2.6,0.13384893862103,23,27,4
93510,2018,44129,7626,1202,536700,3,0.0873328088119591,10,9,-1
93532,2018,34125,2871,1178,264700,3.2,0.127133402995472,1,,
93534,2018,25315,39088,1066,204200,4,0.269622390503479,35,10,-25
93535,2018,26537,72948,1126,181900,4.4,0.30614958600647,13,22,9
93536,2018,37383,72383,1327,305100,3.1,0.117872981224873,23,29,6
93543,2018,21696,15135,1322,237300,6.1,0.199405351833499,5,3,-2
93544,2018,28183,1181,,227200,2.6,0.243861134631668,,1,
93550,2018,20519,77006,1081,210100,5.7,0.259927797833935,21,20,-1
93551,2018,37908,51085,1688,346600,4.8,0.0798668885191348,24,36,12
93552,2018,25536,40266,1625,241300,4.9,0.118859583767943,8,8,0
93553,2018,29342,1781,1167,232700,4.9,0.138686131386861,,,
93563,2018,30341,408,,304000,0,0.0808823529411765,,,
93591,2018,20013,6579,1113,174200,7.4,0.237270101839185,3,,
90001,2019,20844,59832,1150,359000,5.5,0.254963898916968,23,13,-10
90002,2019,19865,53302,1187,345900,5.7,0.311883231398447,4,6,2
90003,2019,20597,73730,1212,362800,5.6,0.299593109995931,14,10,-4
90004,2019,25561,60541,1307,1063200,3.2,0.177846418129862,41,43,2
90005,2019,23204,39732,1235,777100,3.9,0.259991946038458,27,22,-5
90006,2019,20029,59576,1116,608600,4.9,0.267557405666711,33,25,-8
90007,2019,14205,42433,1182,622600,6.8,0.352602926967219,37,32,-5
90008,2019,26842,31754,1203,701800,6.3,0.210367197833344,18,25,7
90010,2019,30865,3822,1931,866000,5.2,0.119309262166405,56,59,3
90011,2019,19271,111165,1178,377600,5.3,0.300031484729906,33,38,5
90012,2019,21732,36552,1688,533200,3.3,0.201958853140731,67,53,-14
90013,2019,18422,12559,741,657400,5.3,0.45345967035592,72,46,-26
90014,2019,35010,8688,1710,544500,4.8,0.37914364640884,57,44,-13
90015,2019,24777,22651,1375,705000,4.4,0.300295792680235,117,115,-2
90016,2019,26911,45899,1238,566600,3.3,0.168827207564435,51,50,-1
90017,2019,21900,27723,1117,651500,3.9,0.357825632146593,79,67,-12
90018,2019,22934,53490,1189,586500,5.1,0.203925967470555,26,17,-9
90019,2019,27945,64534,1407,932700,3,0.171552979824589,53,43,-10
90020,2019,27498,39189,1376,633700,3.4,0.153793156242823,38,27,-11
90021,2019,18964,2945,647,888900,10.9,0.33446519524618,93,100,7
90022,2019,22061,67014,1107,416900,5.9,0.19470558390784,18,14,-4
90023,2019,19929,46680,1139,427300,4.7,0.247557840616967,32,39,7
90024,2019,20651,51627,2265,1184100,3.9,0.233889244000232,81,68,-13
90025,2019,50044,46883,2062,867400,3.3,0.115841563039908,110,95,-15
90026,2019,30946,68906,1355,838400,4.6,0.185528110759586,77,32,-45
90027,2019,37153,44770,1468,1146900,4.4,0.132990842081751,50,50,0
90028,2019,28702,29774,1419,792800,5.9,0.207966682340297,70,64,-6
90029,2019,22940,36668,1200,719900,5.4,0.231973382786081,31,19,-12
90031,2019,19613,39916,1161,550000,5.5,0.19708888666199,34,12,-22
90032,2019,22796,48031,1205,504700,5.5,0.188898836168308,18,22,4
90033,2019,19921,49155,1091,434200,3.3,0.295127657410233,17,8,-9
90034,2019,44206,53861,1727,983300,3.6,0.0974174263381668,65,74,9
90035,2019,50277,27272,1921,1094900,2.7,0.0822088589029041,52,36,-16
90036,2019,52743,37965,2265,1504000,4,0.105044119583827,127,98,-29
90037,2019,19674,67640,1106,407200,4.7,0.339118864577173,18,11,-7
90038,2019,26173,28580,1330,821600,4.3,0.23778866340098,55,50,-5
90039,2019,39387,29510,1727,854200,4.1,0.101558793629278,57,43,-14
90040,2019,23706,12328,1163,406900,2.9,0.157770927968851,67,54,-13
90041,2019,31413,29090,1460,735100,4,0.102337573049158,30,34,4
90042,2019,27219,63193,1342,627200,4.8,0.152564366306395,41,47,6
90043,2019,28058,45873,1137,556400,5.6,0.180018747411331,17,24,7
90044,2019,21270,99443,1137,391100,4.2,0.302756352885573,15,17,2
90045,2019,48318,40567,2132,959400,3.4,0.0819138708802721,89,78,-11
90046,2019,44823,50900,1699,1183200,5.2,0.124695481335953,104,73,-31
90047,2019,27118,51411,1241,433700,5.1,0.163233549240435,18,14,-4
90048,2019,61392,21489,2144,1229900,3.9,0.076364651682256,76,59,-17
90049,2019,71482,36418,2238,2000001,3.1,0.0697731890823219,57,61,4
90056,2019,53670,7649,1826,991300,6.3,0.0640606615243823,13,19,6
90057,2019,19050,50152,1079,457000,5.1,0.295461796139735,21,19,-2
90058,2019,18092,2718,635,328400,8.4,0.493745401030169,61,88,27
90059,2019,20195,46185,986,348100,6.6,0.257551152971744,13,9,-4
90061,2019,20620,27873,1179,361500,3.4,0.277365192121408,21,10,-11
90062,2019,22846,35916,1255,444000,2.8,0.176355941641608,7,3,-4
90063,2019,23504,53980,1175,406600,5.1,0.17988143756947,9,9,0
90064,2019,58579,25925,1955,1178000,2.2,0.0934233365477339,81,61,-20
90065,2019,30108,46461,1318,706900,5.3,0.136372441402467,36,50,14
90066,2019,44561,59167,1783,1121400,3.9,0.0969290313857387,84,61,-23
90067,2019,70296,2428,3045,1146700,2.7,0.0626029654036244,31,55,24
90068,2019,60373,21092,1770,1228400,7.1,0.111416650862886,53,39,-14
90069,2019,58971,20230,1832,846700,3.8,0.0917449332674246,98,81,-17
90071,2019,61583,126,1671,,0,0.0396825396825397,22,33,11
90073,2019,12402,953,,,7.6,0.534102833158447,,,
90077,2019,86349,8382,2566,2000001,2.6,0.0431877833452637,16,15,-1
90079,2019,,0,,,,,17,,
90089,2019,2499,3786,,,9,0.00501848917062863,1,1,0
90090,2019,,0,,,,,,,
90094,2019,100090,9827,3042,1030600,2.5,0.108476645975374,15,24,9
90095,2019,,0,,,,,4,2,-2
90201,2019,20297,101965,1245,406800,4.9,0.261501495611239,38,19,-19
90210,2019,67354,19314,2488,2000001,2.7,0.0595423009216113,109,52,-57
90211,2019,56172,8019,1922,1722200,4.2,0.0793116348671904,51,49,-2
90212,2019,59895,13314,2323,2000001,3.9,0.0979420159230885,68,54,-14
90220,2019,24348,52817,1233,330800,5.6,0.199481227635042,38,29,-9
90221,2019,22964,51688,1196,364100,5.9,0.196041634421916,21,23,2
90222,2019,21936,33200,1208,352800,4.4,0.21828313253012,3,11,8
90230,2019,45445,32687,1789,769700,2.8,0.113378407317894,52,61,9
90232,2019,52986,14780,1778,1125200,2.6,0.0667794316644114,67,59,-8
90240,2019,34807,26413,1547,612400,1.8,0.0583803430129103,17,12,-5
90241,2019,31635,43215,1402,582300,4,0.103413166724517,24,32,8
90242,2019,30536,42694,1509,513900,3.7,0.0902702955918864,14,13,-1
90245,2019,61553,16731,1928,1094300,4.9,0.0591715976331361,49,80,31
90247,2019,25866,48293,1290,455900,3.6,0.172240283270867,16,21,5
90248,2019,28162,11607,1275,490700,2.9,0.104936676143706,58,61,3
90249,2019,30741,26429,1248,487900,2.4,0.121154792084453,31,42,11
90250,2019,27423,97072,1271,567900,3.9,0.144161035107961,47,51,4
90254,2019,78544,19539,2181,1542900,3.1,0.0448845897947694,51,37,-14
90255,2019,20632,75019,1095,411700,5.1,0.215945293858889,23,19,-4
90260,2019,27627,34827,1493,541000,3,0.125793206420306,17,21,4
90262,2019,23085,70536,1212,399100,5.1,0.171671203357151,10,2,-8
90263,2019,8694,1838,,,6.1,0,,,
90265,2019,64767,17954,2396,2000001,2.2,0.0603208198730088,36,17,-19
90266,2019,78496,35500,2628,2000001,3.2,0.0323661971830986,59,40,-19
90270,2019,21072,27287,1104,387000,5.2,0.238685088137208,6,5,-1
90272,2019,84798,21629,2537,2000001,2.2,0.0435526376623977,26,38,12
90274,2019,67316,25061,2619,1655300,1.8,0.0480028729899046,24,33,9
90275,2019,56845,42146,2645,1155900,2.2,0.0416409623689081,28,57,29
90277,2019,62676,34827,2061,1089500,2.8,0.042323484652712,61,37,-24
90278,2019,58743,40252,2049,881900,2.6,0.0366938288780682,45,34,-11
90280,2019,22569,94642,1160,408200,6.3,0.170960038883371,22,13,-9
90290,2019,63438,5681,2853,1036300,4.3,0.060024643548671,15,13,-2
90291,2019,61827,26950,2100,1650000,4.1,0.104489795918367,93,52,-41
90292,2019,66436,23549,2968,978900,2.6,0.136353985307232,80,63,-17
90293,2019,61461,12728,2281,800400,2.2,0.062539283469516,13,23,10
90301,2019,24619,38234,1300,437400,5.7,0.176675210545588,35,20,-15
90302,2019,27536,30017,1376,484800,7.6,0.187627011360229,26,22,-4
90303,2019,25626,24374,1364,468900,3.6,0.158406498728153,9,9,0
90304,2019,22683,25946,1180,472600,4.1,0.204116241424497,8,11,3
90305,2019,37365,15042,1576,537800,3.3,0.109028054779949,8,9,1
90401,2019,56092,7111,1796,1079500,6,0.137533398959359,84,44,-40
90402,2019,70170,11882,1817,2000001,3.8,0.0585759973068507,11,20,9
90403,2019,69932,23902,1959,1246500,3.1,0.0745125930884445,51,37,-14
90404,2019,41942,22929,1702,834400,3.9,0.116926163373893,81,59,-22
90405,2019,54734,28156,1748,1460400,3.3,0.10594544679642,74,61,-13
90501,2019,32376,41975,1448,645400,3.8,0.155187611673615,68,63,-5
90502,2019,31273,17778,1418,459900,2.6,0.103161210484869,31,26,-5
90503,2019,46569,44605,1815,798800,2.5,0.0727048537159511,52,68,16
90504,2019,37852,33410,1563,633500,2.9,0.0894642322657887,25,27,2
90505,2019,50021,37220,1781,863300,2.2,0.0444384739387426,58,58,0
90506,2019,,0,,,,,,,
90601,2019,36179,32053,1372,550700,2.3,0.087043334477272,21,29,8
90602,2019,27014,25581,1278,548800,3.1,0.149368672061296,12,12,0
90603,2019,41429,21584,1891,607200,2.6,0.0429948109710897,13,18,5
90604,2019,31552,42911,1501,527200,3,0.0739204399804246,11,9,-2
90605,2019,31610,40192,1507,474900,3.3,0.108106090764331,16,21,5
90606,2019,30622,32987,1497,444800,2.9,0.0885197198896535,14,7,-7
90638,2019,31895,49227,1687,570200,3.7,0.0539338168078494,39,26,-13
90640,2019,25134,62730,1334,492200,4.4,0.138625856846804,37,34,-3
90650,2019,27396,105304,1592,440800,3.6,0.111230342627061,38,28,-10
90660,2019,27307,63001,1403,440600,3.2,0.087347819875875,21,19,-2
90670,2019,30845,16700,1413,448900,1.8,0.117904191616766,76,90,14
90701,2019,26499,16801,1662,543200,3.2,0.0841616570442236,15,6,-9
90703,2019,39416,50589,2385,683300,3.4,0.0483701990551306,67,67,0
90704,2019,34357,3979,1555,634200,0,0.148027142498115,1,,
90706,2019,27771,77195,1368,458600,3.7,0.127598937755036,43,28,-15
90710,2019,30142,28045,1203,500600,4.5,0.152112676056338,11,17,6
90712,2019,42078,31217,1991,572000,3.3,0.0535605599513086,22,15,-7
90713,2019,41330,28202,1998,593600,3.7,0.0487554074179136,8,16,8
90715,2019,29556,20256,1699,477300,3.4,0.110683254344392,8,6,-2
90716,2019,22660,14285,1403,366400,3.5,0.238781939096955,6,6,0
90717,2019,36108,21508,1377,603200,2,0.107820345917798,12,16,4
90723,2019,23567,54513,1388,343800,3.4,0.165501806908444,25,33,8
90731,2019,28242,60659,1330,590700,4.6,0.175011127779884,44,43,-1
90732,2019,47125,22780,2034,615000,4.2,0.0590430201931519,19,14,-5
90744,2019,22191,56880,1146,397700,3.8,0.199068213783404,17,13,-4
90745,2019,27686,56930,1485,445100,3.7,0.0887932548744072,25,25,0
90746,2019,36587,27075,1759,506600,4.3,0.0770083102493075,42,27,-15
90747,2019,,0,,,,,,,
90755,2019,43936,11545,1449,507500,3.6,0.164573408401906,25,30,5
90802,2019,36819,38962,1307,404100,4.3,0.181741183717468,75,45,-30
90803,2019,56130,32126,1703,897800,3,0.0857249579779618,38,53,15
90804,2019,29075,39239,1360,517600,3,0.196462702923112,35,15,-20
90805,2019,24055,95995,1212,405300,5.8,0.197739465597167,31,22,-9
90806,2019,25188,41990,1189,466000,3,0.199666587282686,24,18,-6
90807,2019,39653,32202,1411,608400,2.4,0.0664244456866033,57,39,-18
90808,2019,51491,39330,1832,650400,1.8,0.0622934146961607,29,30,1
90810,2019,23570,37251,1175,414300,5,0.164076132184371,12,15,3
90813,2019,20714,58380,1147,393000,5.8,0.280489893799246,26,16,-10
90814,2019,43189,19685,1455,704800,1.9,0.121412242824486,12,15,3
90815,2019,47405,41312,1865,645100,2.7,0.0931206429124709,27,39,12
90822,2019,16250,133,,,0,0,,,
90831,2019,,0,,,,,2,13,11
91001,2019,38644,37818,1728,748100,3.7,0.0706277434026125,38,38,0
91006,2019,41901,32958,1749,995400,2.9,0.085199344620426,42,59,17
91007,2019,39277,34116,1624,1046500,2.4,0.103177394770782,40,41,1
91008,2019,45500,1084,2516,1399200,0.9,0.0424354243542435,,2,
91010,2019,30358,26380,1547,471500,4.3,0.111561789234268,18,22,4
91011,2019,71273,20301,2858,1517500,1.8,0.0383724939658145,28,26,-2
91016,2019,35309,41105,1577,642400,4,0.0747111057049021,34,39,5
91020,2019,34296,8633,1708,615900,4.1,0.110853700915093,20,10,-10
91024,2019,54461,10932,1615,969700,4.5,0.0627515550676912,15,7,-8
91030,2019,61228,25637,1802,1071000,2.7,0.075320825369583,42,23,-19
91040,2019,35954,20049,1411,579200,2.9,0.100054865579331,12,17,5
91042,2019,27396,26966,1495,556800,3.7,0.130312245049321,28,24,-4
91046,2019,14211,158,1292,,0,0,,,
91101,2019,43415,21395,1773,545200,2.3,0.212573031082029,88,59,-29
91103,2019,26186,27659,1488,716700,2.8,0.183846126034925,25,39,14
91104,2019,32397,37874,1510,744000,2.7,0.139858478111633,36,25,-11
91105,2019,66613,12617,2466,1159700,2.5,0.0840136324007292,50,74,24
91106,2019,42184,25543,1717,737600,3.5,0.13381356927534,40,42,2
91107,2019,49209,32503,1744,843700,2.3,0.0600252284404516,63,77,14
91108,2019,69524,13375,3218,2000001,1.3,0.0670654205607477,15,15,0
91201,2019,26185,23281,1593,795200,4.9,0.126626863107255,29,33,4
91202,2019,31648,23345,1754,767500,4.5,0.102120368387235,28,25,-3
91203,2019,29550,15410,1678,514900,4.4,0.153861129136924,33,44,11
91204,2019,21117,18723,1456,500500,5.9,0.218661539283235,46,29,-17
91205,2019,20936,37638,1480,585100,4.4,0.188506296827674,42,26,-16
91206,2019,31125,34739,1645,781300,3.6,0.136388497078212,41,24,-17
91207,2019,47675,11031,1711,1021600,2.7,0.0805910615538029,13,10,-3
91208,2019,54821,15860,1975,915100,2.4,0.0664564943253468,21,21,0
91210,2019,95509,529,3458,475900,5.1,0.241965973534972,3,5,2
91214,2019,43737,30787,1945,777300,2.3,0.0482021632507227,34,42,8
91301,2019,49462,26334,2536,834300,2.7,0.0458722563985722,57,64,7
91302,2019,52527,26712,2498,1275100,2.6,0.0683213536987122,59,55,-4
91303,2019,26393,31586,1541,465100,4,0.170391945798772,53,36,-17
91304,2019,27603,54361,1521,614500,3.3,0.126230201799084,55,51,-4
91306,2019,26397,49678,1426,520200,3.9,0.147952816135915,26,30,4
91307,2019,49336,26341,2787,660900,3.6,0.0537565012717816,27,38,11
91311,2019,39756,40839,1868,616400,3.6,0.0741937853522368,81,88,7
91316,2019,40130,30499,1746,685300,4.5,0.106626446768747,58,51,-7
91321,2019,30594,34014,1642,483700,3.6,0.143382136767214,25,29,4
91324,2019,32902,29670,1744,624400,2.5,0.123120997640715,38,46,8
91325,2019,29921,34575,1569,667300,2.6,0.146782357194505,29,27,-2
91326,2019,48275,36339,1895,764300,2.6,0.0482401827237954,32,45,13
91330,2019,4176,3257,,,9.9,0,,,
91331,2019,23063,105458,1436,425300,3.8,0.16612300631531,38,22,-16
91335,2019,27665,81824,1459,496700,3.7,0.134447105983575,43,48,5
91340,2019,25002,36156,1381,431100,2.7,0.137819449054099,30,24,-6
91342,2019,27968,94595,1607,462700,2.3,0.12244833236429,44,40,-4
91343,2019,26738,66743,1389,534500,4.4,0.181442248625324,29,24,-5
91344,2019,36676,53613,1817,616100,3.4,0.0676888068192416,45,48,3
91345,2019,27019,19145,1636,476800,4.1,0.0914076782449726,16,12,-4
91350,2019,46738,36173,1933,543200,2.7,0.0502031902247533,31,45,14
91351,2019,33958,32711,1711,427400,4.2,0.0956864663263123,22,21,-1
91352,2019,24098,47076,1399,488600,3.4,0.167410145296967,49,48,-1
91354,2019,59133,32544,2352,601700,3.4,0.0376106194690266,23,23,0
91355,2019,45787,30526,2040,563400,3.1,0.0798991024045076,49,90,41
91356,2019,35669,29822,1624,957400,4,0.100160954999665,43,52,9
91364,2019,52923,27971,2440,849100,3.9,0.0595616888920668,53,78,25
91367,2019,49958,45970,2196,697600,4.3,0.0869697628888405,99,94,-5
91371,2019,,0,,,,,,,
91381,2019,61786,19390,2041,730100,3.8,0.0537906137184116,24,15,-9
91384,2019,33185,29212,1727,531000,3.2,0.0354648774476243,17,4,-13
91387,2019,40378,42034,1943,536200,3.9,0.0952562211543037,17,26,9
91390,2019,44593,19168,2242,593600,3,0.0449707846410684,19,20,1
91401,2019,26859,39755,1403,703100,4.2,0.201861401081625,51,36,-15
91402,2019,21536,72059,1311,421800,5.9,0.222248435309954,28,22,-6
91403,2019,55021,25156,1908,1027200,4.9,0.0646366671966926,65,73,8
91405,2019,22976,55506,1290,488300,5.6,0.196825568407019,39,42,3
91406,2019,28881,54890,1448,545300,4.3,0.158298415011842,87,70,-17
91411,2019,27429,26111,1454,652900,3.9,0.177243307418329,49,36,-13
91423,2019,48699,33172,1857,938500,4.5,0.0769624984927047,62,59,-3
91436,2019,67544,15292,2592,1351500,2.2,0.0369474234894062,44,47,3
91501,2019,31087,20511,1684,770500,5.1,0.122617132270489,19,19,0
91502,2019,26225,10708,1478,570800,3.1,0.176503548748599,55,37,-18
91504,2019,37960,26749,1728,754000,4,0.0838536020038132,41,49,8
91505,2019,43955,30902,1858,699300,4,0.102388194938839,64,56,-8
91506,2019,43336,18591,1607,721400,3.9,0.0762734656554247,36,34,-2
91601,2019,31461,36841,1538,656100,3.6,0.193724383160066,61,46,-15
91602,2019,48340,19672,1755,734400,6.6,0.0931272875152501,31,43,12
91604,2019,56535,32910,1970,1140800,5.2,0.0529626253418414,60,61,1
