GEOID,year,median_income,population,median_gross_rent,median_house_value,unemployment_rate_in_pop,poverty_rate,MoveOutNum,MoveInNum,MovesDiff
90723,2013,20416,54468,1172,254100,8.5,0.218421825659103,31,33,2
90731,2013,24685,61432,1109,440700,8.9,0.201458523245214,29,30,1
90732,2013,35833,19651,1624,483600,5,0.0758740013230879,17,27,10
90744,2013,18523,57358,988,307700,10.1,0.286899822169532,24,17,-7
90745,2013,24824,58162,1314,330900,9.6,0.104518414084798,30,27,-3
90746,2013,30767,26276,1746,362600,9.5,0.0892829958897854,28,22,-6
90747,2013,,0,,,,,,,
90755,2013,35458,11260,1122,373400,8.7,0.138010657193606,34,26,-8
90802,2013,26743,39297,1032,274300,7.4,0.255312110339212,61,50,-11
90803,2013,49521,30563,1344,691700,6,0.0820272878971305,38,33,-5
90804,2013,22483,40472,1114,340600,8.9,0.256498319826053,29,25,-4
90805,2013,19968,92991,1031,282000,11.1,0.226946693766063,30,32,2
90806,2013,20168,43176,1037,358400,9.5,0.269941634241245,47,22,-25
90807,2013,37462,32645,1204,487300,6.8,0.0745902894777148,38,40,2
90808,2013,44696,40016,1438,497300,5.5,0.0402089164334266,18,35,17
90810,2013,20917,36113,1014,302700,9.7,0.183894996261734,22,21,-1
90813,2013,15894,59178,951,296200,10,0.35665281016594,24,23,-1
90814,2013,34338,18937,1186,612400,6.5,0.131330200137297,14,13,-1
90815,2013,35394,40966,1527,505400,5.2,0.0884391934775179,35,30,-5
90822,2013,9618,176,,,0,0.0625,,,
90831,2013,,0,,,,,1,3,2
91001,2013,33342,37832,1445,550000,7.3,0.111651511947558,26,38,12
91006,2013,35660,32271,1426,718500,4.4,0.0787704130643612,54,44,-10
91007,2013,34272,33586,1416,756600,4.4,0.106175192044304,39,34,-5
91008,2013,41181,1217,2001,945900,3.4,0.0821692686935086,,,
91010,2013,23251,24708,1229,353300,6.2,0.127893799579084,22,21,-1
91011,2013,62458,20590,1906,1000001,3.7,0.0181155900922778,16,28,12
91016,2013,31678,41985,1280,491100,6,0.104203882338931,32,50,18
91020,2013,35621,8585,1281,515400,4.7,0.0986604542807222,11,10,-1
91024,2013,47987,10983,1483,780300,5.2,0.0832195210780297,20,12,-8
91030,2013,50755,25747,1406,820200,5.9,0.0664543441954402,25,30,5
91040,2013,30611,19296,1193,414200,7,0.102611940298507,11,15,4
91042,2013,25371,28725,1133,404600,7.1,0.159547432550044,18,16,-2
91046,2013,11471,176,1115,,0,0.289772727272727,,,
91101,2013,34875,21378,1360,425500,7.4,0.184816166152119,89,81,-8
91103,2013,21940,26984,1215,520000,7.4,0.152831307441447,32,22,-10
91104,2013,27939,37590,1241,584700,6.8,0.12950252726789,30,26,-4
91105,2013,61563,11401,1824,846600,7,0.0729760547320411,46,36,-10
91106,2013,35652,24355,1408,559000,6,0.112872100184767,46,39,-7
91107,2013,39425,32415,1328,633100,6.5,0.094153941076662,56,69,13
91108,2013,61203,13540,2001,1000001,2.6,0.052437223042836,24,15,-9
91201,2013,21087,23272,1309,615300,7.5,0.139051220350636,44,38,-6
91202,2013,26707,22610,1503,616100,6.6,0.116452896948253,41,39,-2
91203,2013,18985,13213,1258,373300,8.6,0.133504881556043,50,71,21
91204,2013,16871,15924,1155,386100,8,0.206920371765888,29,34,5
91205,2013,16814,38504,1214,458300,9.4,0.236962393517557,32,25,-7
91206,2013,22819,33014,1259,574700,7.1,0.12458351002605,29,32,3
91207,2013,38720,10435,1439,782700,3.5,0.0453282223287015,13,8,-5
91208,2013,39264,15962,1554,714000,3.7,0.083698784613457,19,29,10
91210,2013,61750,651,2001,,0,0.0245775729646697,4,4,0
91214,2013,43164,31653,1641,587800,4.1,0.0583830916500806,29,23,-6
91301,2013,48583,26218,1975,680600,6.3,0.063620413456404,53,57,4
91302,2013,58677,25070,1981,979000,4.6,0.0654567211806941,57,55,-2
91303,2013,23257,26744,1211,330900,6.3,0.178843852826802,37,29,-8
91304,2013,25525,53194,1197,442900,5.7,0.185321652817987,55,56,1
91306,2013,22581,47879,1140,357500,7.3,0.161114476075106,27,22,-5
91307,2013,41028,25496,2001,495300,5.6,0.0622058362096015,32,35,3
91311,2013,32695,38117,1376,438500,6.7,0.0804365506204581,78,96,18
91316,2013,34836,27736,1434,487700,7.1,0.150382174790886,52,48,-4
91321,2013,24190,35243,1334,340000,8,0.164316318134098,48,45,-3
91324,2013,25264,27304,1374,454800,8.5,0.159097568121887,68,41,-27
91325,2013,30055,33121,1291,485800,6.4,0.169862021074243,33,30,-3
91326,2013,39947,35900,1692,611800,4.5,0.0728690807799443,26,37,11
91330,2013,2795,2138,,,14.6,0.00608044901777362,,,
91331,2013,18659,100535,1299,283000,9.6,0.208534341274183,32,20,-12
91335,2013,22541,76616,1186,332900,6.9,0.169116111517177,48,54,6
91340,2013,20416,35161,1194,286400,9,0.173658314609937,20,17,-3
91342,2013,22530,89686,1313,322400,7.9,0.163648730013603,41,49,8
91343,2013,22050,62321,1141,380400,8.1,0.216443895316186,16,29,13
91344,2013,30688,52892,1546,449600,7,0.0796528775618241,32,38,6
91345,2013,25505,18254,1279,318800,6.4,0.0823381176728388,8,15,7
91350,2013,39472,35410,1572,380900,8.1,0.0493928268850607,42,33,-9
91351,2013,30246,31773,1431,311600,7.7,0.116230761967708,37,40,3
91352,2013,20587,46334,1145,338300,9.1,0.190723874476626,44,27,-17
91354,2013,50794,29487,1914,454800,6.2,0.0475124631193407,22,27,5
91355,2013,43406,32282,1670,420700,6.8,0.0639055820581129,78,92,14
91356,2013,32519,30090,1224,704700,6.2,0.128281821203058,78,56,-22
91364,2013,44137,25971,1811,646400,5.5,0.0770859805167302,78,87,9
91367,2013,43135,40506,1705,552000,4.6,0.0860119488470844,74,107,33
91371,2013,,0,,,,,,1,
91381,2013,52782,19800,1750,585900,5.8,0.038989898989899,26,22,-4
91384,2013,28488,29189,1311,394000,5.5,0.0790023639042105,12,15,3
91387,2013,35298,41058,1599,371100,7.1,0.0878756880510497,28,35,7
91390,2013,44789,20875,1382,472500,7.2,0.0610778443113772,16,22,6
91401,2013,22520,39466,1144,506100,7.9,0.225333198195915,39,34,-5
91402,2013,18047,71486,1077,279100,9.7,0.274711132249671,21,25,4
91403,2013,43686,23672,1516,740200,5.8,0.093739438999662,88,59,-29
91405,2013,19224,54435,1078,342100,9.8,0.261100394966474,36,28,-8
91406,2013,22378,52682,1125,361600,7.2,0.190482517747997,66,64,-2
91411,2013,22444,24546,1156,456400,8.7,0.2061843070154,28,29,1
91423,2013,42818,31466,1466,755300,8.5,0.0879679654229962,62,44,-18
91436,2013,61795,14147,2001,1000001,5.4,0.0480667279281827,57,83,26
91501,2013,26624,20398,1420,599100,8.3,0.126237866457496,16,13,-3
91502,2013,21535,11420,1223,366400,8,0.166900175131348,46,37,-9
91504,2013,34584,25228,1315,580400,5.7,0.0732915807832567,25,47,22
91505,2013,40690,31636,1469,530600,6.3,0.0789606777089392,63,55,-8
91506,2013,38238,18260,1307,520200,4.7,0.0640197152245345,28,31,3
91601,2013,26540,37807,1268,464200,9.9,0.191551829026371,53,39,-14
91602,2013,40936,17771,1399,6e+05,9.6,0.094761127679928,43,29,-14
91604,2013,52696,28468,1652,824000,8.9,0.0701840663200787,65,61,-4
91605,2013,18962,55793,1074,339100,9.7,0.234025773842597,42,32,-10
91606,2013,20403,45788,1103,363400,10,0.2097274395038,40,23,-17
91607,2013,33040,28993,1259,594100,9.4,0.109233263201462,40,30,-10
91608,2013,,0,,,,,4,1,-3
91702,2013,19688,60036,1218,301100,6,0.162619095209541,27,36,9
91706,2013,19511,77192,1190,285500,9.4,0.171960824955954,40,45,5
91711,2013,31246,36011,1248,530400,6.2,0.0623420621476771,18,26,8
91722,2013,27005,35370,1381,335900,8.8,0.107294317217981,15,19,4
91723,2013,27152,19778,1169,367300,8.4,0.130549094953989,30,19,-11
91724,2013,34301,25407,1376,414200,7.4,0.0990278269768174,24,33,9
91731,2013,17591,29744,1005,348400,9.4,0.228449435180204,46,31,-15
91732,2013,19494,62548,1115,340600,9,0.237721429941805,20,19,-1
91733,2013,18445,43593,1077,341100,4.6,0.228224714977175,65,31,-34
91740,2013,28186,25961,1392,373800,7.1,0.093332306151535,15,15,0
91741,2013,37071,25540,1519,554400,5.1,0.0564996084573218,14,28,14
91744,2013,21577,84674,1221,285900,6.3,0.139523348371401,40,29,-11
91745,2013,30643,55776,1578,458800,4.9,0.0808770797475617,53,43,-10
91746,2013,20630,28869,1298,306300,8.5,0.152551179465863,56,40,-16
91748,2013,24982,46966,1323,460600,3.5,0.108631776178512,67,62,-5
91750,2013,33284,34045,1321,454500,5.3,0.075840798942576,33,28,-5
91754,2013,25317,33616,1187,488100,5,0.142432175154688,42,27,-15
91755,2013,20762,26945,1225,463800,7,0.16169975876786,9,16,7
91765,2013,36640,47273,1762,525400,4.4,0.0623188712372813,51,55,4
91766,2013,20385,71541,1163,255600,8.4,0.217106274723585,30,28,-2
91767,2013,20717,48768,1110,253800,7.7,0.204191272965879,32,32,0
91768,2013,16984,36142,976,260600,6.6,0.206823086713519,39,28,-11
91770,2013,19324,62489,1190,414000,7.6,0.178895485605467,24,35,11
91773,2013,35394,33441,1567,423600,5.7,0.0648006937591579,53,37,-16
91775,2013,34984,25363,1279,621300,2.9,0.0632811575917675,9,15,6
91776,2013,21494,37246,1221,482700,4.6,0.158674757020888,38,33,-5
91780,2013,30087,34890,1326,572000,4.8,0.0990255087417598,37,36,-1
91789,2013,34201,42609,1841,599200,5.7,0.0574526508484123,82,88,6
91790,2013,23931,46404,1350,363800,10.1,0.0902077407120076,28,21,-7
91791,2013,30353,31796,1318,438000,8.7,0.0975279909422569,16,28,12
91792,2013,28553,30452,1450,359500,8,0.109024037830028,11,16,5
91801,2013,25113,54176,1233,468500,5,0.147168487891317,43,34,-9
91803,2013,24441,29591,1167,491000,4.5,0.121388259943902,36,26,-10
93510,2013,29599,7216,1764,427300,7.9,0.120842572062084,11,5,-6
93532,2013,42901,2476,1338,246900,5.4,0.10016155088853,1,,
93534,2013,20922,39563,935,131800,9.5,0.267598513762859,57,27,-30
93535,2013,24717,73606,1143,118000,7.2,0.243186696736679,18,23,5
93536,2013,35626,69988,1217,216000,5.5,0.126793164542493,31,28,-3
93543,2013,21429,13251,1471,155800,7.1,0.144140064900762,4,6,2
93544,2013,23056,944,,167200,1.8,0.0211864406779661,,,
93550,2013,18353,74561,994,137200,10.8,0.323372808841083,30,14,-16
93551,2013,35980,50306,1582,243400,6.8,0.0654593885421222,32,46,14
93552,2013,22466,39943,1458,159600,8.6,0.155922189119495,6,6,0
93553,2013,21524,2242,833,191900,7.5,0.136039250669045,1,,
93563,2013,47407,344,,288800,0,0.122093023255814,,,
93591,2013,18258,6483,1157,77900,9.6,0.263149776338115,,1,
90001,2014,16295,56314,975,241800,7.9,0.335511595695564,16,13,-3
90002,2014,15495,50098,968,218800,8,0.361591281089065,4,5,1
90003,2014,15333,66913,1064,228600,9.9,0.38381181534231,14,18,4
90004,2014,20820,63547,1070,724900,9.7,0.251357263128078,45,26,-19
90005,2014,17163,38638,939,635500,8.7,0.283166830581293,29,14,-15
90006,2014,16128,61419,940,403200,10.3,0.30511730897605,30,38,8
90007,2014,12679,43779,1038,372500,7,0.409511409579936,38,26,-12
90008,2014,22228,33012,1032,443800,8.1,0.262601478250333,24,16,-8
90010,2014,31675,3792,1637,569900,5.3,0.179852320675105,79,55,-24
90011,2014,15239,102926,993,269100,6.1,0.439150457610322,30,33,3
90012,2014,15325,30029,1116,393800,2.3,0.254054414066403,38,32,-6
90013,2014,14416,10575,686,384900,9.7,0.45210401891253,65,38,-27
90014,2014,17269,6659,615,331700,7.3,0.43054512689593,56,54,-2
90015,2014,17312,18226,866,428900,8.5,0.342203445627126,109,68,-41
90016,2014,20122,47786,1086,363000,8.2,0.234880508935672,33,41,8
90017,2014,15632,23719,848,395300,4.9,0.512922129938024,82,52,-30
90018,2014,17239,48852,967,357600,8.5,0.287173503643658,16,15,-1
90019,2014,21532,67606,1135,639400,7.7,0.231014998668757,48,52,4
90020,2014,21227,39102,1119,515600,8.3,0.218403150733978,29,16,-13
90021,2014,12156,2913,408,398800,7.7,0.468245794713354,85,65,-20
90022,2014,17084,69516,977,296300,8.3,0.257149433224006,27,13,-14
90023,2014,16659,45886,960,294900,7.3,0.31181624024757,20,35,15
90024,2014,16956,50117,1862,1000001,5.9,0.238801205179879,85,61,-24
90025,2014,40631,45284,1609,680300,5.7,0.122935253069517,113,151,38
90026,2014,22865,67986,1094,590600,9.7,0.229753184479157,43,35,-8
90027,2014,27546,46025,1219,801700,7.9,0.183204780010864,56,33,-23
90028,2014,21259,29994,1137,571100,10,0.279089151163566,81,49,-32
90029,2014,18407,40161,977,520800,8.8,0.277159433281044,19,19,0
90031,2014,15871,39333,996,354200,8.2,0.305494114356901,18,22,4
90032,2014,19309,47309,1090,332300,10.5,0.205838212602253,7,12,5
90033,2014,15022,48567,908,296200,9.2,0.358370910288879,21,30,9
90034,2014,33629,58968,1402,654500,6,0.178673178673179,56,48,-8
90035,2014,37776,31399,1679,859000,6.4,0.116468677346412,68,38,-30
90036,2014,44887,36425,1818,970700,6.2,0.14168840082361,94,76,-18
90037,2014,15440,61536,959,273200,9.4,0.409467628705148,14,16,2
90038,2014,20135,28798,1036,548900,9.8,0.298770747968609,35,33,-2
90039,2014,34831,27843,1330,624900,6.4,0.112164637431311,31,28,-3
90040,2014,18597,12830,875,323000,8.4,0.183008573655495,52,56,4
90041,2014,26105,28439,1199,547600,5.3,0.107176764302542,30,20,-10
90042,2014,22418,61034,1169,390800,8.5,0.199446210309008,21,19,-2
90043,2014,21075,43118,1028,358800,10.1,0.222876756806902,15,25,10
90044,2014,16537,88412,986,270400,7.4,0.352576573315839,12,10,-2
90045,2014,37156,41453,1690,673900,5.7,0.100619979253613,82,61,-21
90046,2014,38518,51329,1403,860100,7.7,0.154123400027275,69,70,1
90047,2014,21211,46999,1072,295700,9.7,0.208727845273304,14,16,2
90048,2014,48605,22409,1695,980800,6.6,0.0971484671337409,90,59,-31
90049,2014,61485,35262,1872,1000001,4.5,0.061596052407691,64,61,-3
90056,2014,44717,8380,1462,749500,8.8,0.0742243436754177,8,11,3
90057,2014,15997,45747,872,292800,8.8,0.388134741075918,28,28,0
90058,2014,12324,2748,645,191300,9.3,0.595342066957787,62,59,-3
90059,2014,15507,42470,899,224100,10.5,0.370850011773016,5,5,0
90061,2014,15932,28641,1114,253800,9.9,0.315980587269998,14,14,0
90062,2014,15653,32675,1013,281900,9.2,0.291721499617445,6,1,-5
90063,2014,16970,54353,1014,280400,9.3,0.266848196051736,11,10,-1
90064,2014,42940,25788,1690,904800,4.4,0.0821312238250349,69,79,10
90065,2014,22638,46254,1116,470000,6,0.208500886409824,20,35,15
90066,2014,36258,58337,1434,741500,5.9,0.115398460668187,66,60,-6
90067,2014,63733,2364,2001,984400,3.8,0.0812182741116751,83,76,-7
90068,2014,50272,21943,1443,958900,7.3,0.111971927266099,47,36,-11
90069,2014,51183,20426,1570,694800,7,0.112895329482033,65,45,-20
90071,2014,,0,,,,,36,31,-5
90073,2014,11618,801,,,4.4,0.496878901373283,,,
90077,2014,75404,8328,2001,1000001,4.5,0.0342219020172911,11,14,3
90079,2014,,0,,,,,9,8,-1
90089,2014,3309,3326,,,4.4,0.0102224894768491,2,,
90090,2014,,0,,,,,,,
90094,2014,66707,6062,2001,621100,7.1,0.0899043220059386,4,20,16
90095,2014,,0,,,,,2,1,-1
90201,2014,16903,102515,1089,276300,8.9,0.298053943325367,16,28,12
90210,2014,48321,21478,2001,1000001,3.8,0.0880901387466245,89,64,-25
90211,2014,49150,8080,1773,1000001,6.1,0.118935643564356,63,76,13
90212,2014,50613,12415,1902,1000001,9.3,0.0988320579943617,74,83,9
90220,2014,18886,50222,1070,221100,10.9,0.236728923579308,30,34,4
90221,2014,17340,53657,1104,239500,10.2,0.269582719868796,15,22,7
90222,2014,17377,32362,1049,229700,9.3,0.291174834682652,3,4,1
90230,2014,35388,33090,1531,557100,6.7,0.107887579329102,50,52,2
90232,2014,42001,15353,1470,728600,5.8,0.110727545105191,52,62,10
90240,2014,27055,26287,1351,441700,4.6,0.0719366987484308,20,11,-9
90241,2014,26857,43596,1197,432000,7.6,0.121823103036976,33,34,1
90242,2014,26432,43199,1233,380900,7,0.143151461839394,14,13,-1
90245,2014,44136,16839,1555,762000,4.5,0.0824276976067462,54,84,30
90247,2014,22981,47374,1104,331300,7,0.20716004559463,22,24,2
90248,2014,26337,9936,1134,353900,6.2,0.120873590982287,57,53,-4
90249,2014,26293,27451,1034,359900,7.3,0.146952752176606,19,26,7
90250,2014,25290,95223,1060,400200,6.9,0.188347353055459,36,36,0
90254,2014,63384,19725,1865,1000001,3.6,0.0429404309252218,28,22,-6
90255,2014,16553,76206,939,287700,9.3,0.283639083536729,23,16,-7
90260,2014,22621,35854,1350,388700,7.4,0.171947341998103,14,15,1
90262,2014,17292,70650,1046,278400,7.7,0.248577494692144,8,10,2
90263,2014,4492,1987,,,2.2,0,,,
90265,2014,56083,17660,2001,1000001,5.1,0.0871460928652322,26,20,-6
90266,2014,68621,35534,1987,1000001,3.4,0.0336016209827208,48,35,-13
90270,2014,17432,27663,1001,284100,7.3,0.286556049596935,2,3,1
90272,2014,69602,23497,2001,1000001,4.6,0.0436225901178874,26,26,0
90274,2014,65418,25482,2001,1000001,1.8,0.0359469429401146,28,39,11
90275,2014,53564,42420,2001,952900,2.6,0.0431871758604432,20,50,30
90277,2014,54173,34546,1762,838800,4.4,0.0520175997221096,46,47,1
90278,2014,49388,40839,1649,682700,5.6,0.0547026126986459,41,37,-4
90280,2014,18587,95515,993,297200,9.1,0.209296969062451,22,18,-4
90290,2014,50496,6902,1961,926500,9.1,0.0663575775137641,10,9,-1
90291,2014,47068,27803,1718,1000001,7.4,0.133151098802288,58,31,-27
90292,2014,63516,21507,2001,728700,6,0.112335518668341,48,51,3
90293,2014,53733,11997,1767,498300,6.1,0.0601817120946903,10,12,2
90301,2014,20336,36714,1063,280400,10.2,0.247071961649507,40,26,-14
90302,2014,23578,30219,1092,315200,9.8,0.200668453621894,15,21,6
90303,2014,19470,26453,1119,331900,9.4,0.27890976448796,11,4,-7
90304,2014,17110,26936,993,312100,7.1,0.324992574992575,9,7,-2
90305,2014,31713,15501,1216,355300,9.5,0.0993484291336043,4,6,2
90401,2014,41798,7035,1552,680400,8.8,0.139019189765458,102,64,-38
90402,2014,64156,11503,1849,1000001,4.5,0.0587672781013649,14,22,8
90403,2014,50095,25116,1699,947500,5.7,0.0870759675107501,36,34,-2
90404,2014,35026,21641,1427,664800,7.7,0.148237142461069,84,52,-32
90405,2014,45249,28535,1547,1000001,7.5,0.116243210092868,67,52,-15
90501,2014,27088,43407,1213,523400,8.3,0.150805169673094,78,62,-16
90502,2014,28266,17135,1361,349700,6.9,0.0999124598774438,27,25,-2
90503,2014,40006,45518,1484,635800,4.6,0.0716200184542379,83,71,-12
90504,2014,31268,32777,1362,525400,7.4,0.0715135613387436,30,21,-9
90505,2014,40391,37381,1534,694200,4.5,0.0582916454883497,62,53,-9
90506,2014,,0,,,,,,,
90601,2014,31583,34143,1274,418600,6.4,0.112175262865009,17,23,6
90602,2014,22071,26676,1068,416300,5.5,0.191670415354626,18,12,-6
90603,2014,35625,20475,1671,434700,4.5,0.0716483516483516,17,6,-11
90604,2014,28001,39541,1233,369800,5,0.0982018664171366,5,10,5
90605,2014,26003,42103,1279,363800,5.6,0.146189107664537,19,23,4
90606,2014,22794,32978,1231,334400,7.4,0.110861786645643,16,13,-3
90638,2014,29183,49543,1530,410500,5.1,0.0665684355004743,32,53,21
90640,2014,22345,63400,1142,384400,4.9,0.145394321766562,35,33,-2
90650,2014,24300,106521,1318,320900,6.5,0.143239361252711,44,39,-5
90660,2014,21952,63686,1235,328400,7.2,0.144129007945231,37,28,-9
90670,2014,24435,15594,1263,349000,5.9,0.09772989611389,99,79,-20
90701,2014,21650,16698,1382,401000,4.3,0.112588333932207,11,13,2
90703,2014,36175,50069,1963,595400,4.4,0.0475543749625517,66,80,14
90704,2014,23839,3952,1339,724700,5.6,0.106022267206478,1,,
90706,2014,23830,77455,1177,341700,7,0.179743076625137,33,23,-10
90710,2014,24545,27550,1058,392100,6.5,0.166388384754991,17,15,-2
90712,2014,34549,32015,1453,413000,5.3,0.0655317819771982,19,19,0
90713,2014,37956,28411,1841,437500,5.3,0.0531132307908909,13,10,-3
90715,2014,26097,20283,1471,354400,7.5,0.144751762559779,5,8,3
90716,2014,18365,14358,1187,246800,5.8,0.287923109068115,4,4,0
90717,2014,28625,21612,1231,460500,6.7,0.14996298352767,14,19,5
90723,2014,19804,54813,1179,253900,8.4,0.24277087552223,25,24,-1
90731,2014,24941,62348,1125,445500,8.6,0.206839032527106,25,37,12
90732,2014,39509,19810,1689,494000,5.3,0.0668349318525997,13,14,1
90744,2014,19067,58061,1020,312000,8.8,0.286681249031191,14,12,-2
90745,2014,24401,57727,1353,328300,9.3,0.120186394581392,32,28,-4
90746,2014,30026,26738,1681,365100,10.1,0.099296880843743,40,34,-6
90747,2014,,0,,,,,,,
90755,2014,31025,11400,1175,375200,7.3,0.154298245614035,28,24,-4
90802,2014,28029,38816,1048,280800,6.3,0.245362737015664,68,42,-26
90803,2014,49698,30805,1357,693400,6.5,0.0844668073364714,42,34,-8
90804,2014,23489,40679,1117,369500,8,0.266279898719241,25,22,-3
90805,2014,20153,94561,1059,287900,11.2,0.238470405346813,40,23,-17
90806,2014,20944,43140,1037,358000,8.6,0.26833565136764,27,33,6
90807,2014,37714,33726,1204,487400,6.4,0.0717843800035581,28,45,17
90808,2014,45663,39834,1427,508600,4.8,0.0442586734950043,28,33,5
90810,2014,20356,36736,1051,306700,9.3,0.196972996515679,7,15,8
90813,2014,16184,60017,959,300800,9.6,0.359331522735225,26,19,-7
90814,2014,34055,18789,1184,597100,6.9,0.144871999574219,12,10,-2
90815,2014,35904,40572,1569,511700,5.2,0.100586611456177,29,40,11
90822,2014,25125,169,,,0,0.0591715976331361,,,
90831,2014,,0,,,,,6,2,-4
91001,2014,34723,37481,1439,562100,6.1,0.117712974573784,18,33,15
91006,2014,34747,32392,1521,761200,3.8,0.0779822178315634,64,48,-16
91007,2014,31980,34198,1392,770700,4.2,0.105093865138312,38,38,0
91008,2014,46875,1149,2001,972200,0.9,0.0966057441253264,1,2,1
91010,2014,23641,25797,1328,356100,7,0.150986548823507,14,19,5
91011,2014,60159,20671,2001,1000001,3.4,0.0230758066856949,19,32,13
91016,2014,31091,42235,1310,513000,6.5,0.111140049721795,51,52,1
91020,2014,35988,9249,1328,537100,3.9,0.127797599740512,17,14,-3
91024,2014,48130,11060,1430,804600,3.3,0.0742314647377939,11,7,-4
91030,2014,47697,25914,1394,832200,5.2,0.0777571968819943,26,25,-1
91040,2014,31613,20017,1181,427700,6.1,0.130389169206175,15,16,1
91042,2014,26415,28126,1147,416400,7,0.155372253430989,15,22,7
91046,2014,11462,168,1078,,0,0.31547619047619,,,
91101,2014,34973,21098,1374,437800,6.4,0.203526400606693,65,79,14
91103,2014,20731,27684,1241,536500,6.2,0.181296055483312,37,27,-10
91104,2014,27962,38421,1274,597500,7,0.137008406860831,21,28,7
91105,2014,60115,11373,1958,884500,5.7,0.0864327793897828,56,43,-13
91106,2014,35151,24861,1422,554900,4.9,0.10989099392623,36,34,-2
91107,2014,40608,31828,1396,651900,5.5,0.0937853462360186,45,58,13
91108,2014,60068,13613,2001,1000001,3,0.0761771835745244,17,13,-4
91201,2014,21384,22985,1326,616300,7.5,0.138960191429193,38,19,-19
91202,2014,25560,23007,1541,605200,6.7,0.144173512409267,27,34,7
91203,2014,19379,13740,1274,379500,8.4,0.139374090247453,62,51,-11
91204,2014,16611,16292,1166,410200,6.1,0.196783697520255,25,32,7
91205,2014,17075,38138,1215,451000,8.7,0.226178614505218,29,28,-1
91206,2014,23750,33706,1276,596100,7.3,0.134842461282858,30,24,-6
91207,2014,37510,10334,1426,818200,4.2,0.0731565705438359,9,9,0
91208,2014,38491,16548,1561,718000,2.9,0.0826081701716219,23,26,3
91210,2014,61439,614,2001,,0,0.127035830618893,4,2,-2
91214,2014,42578,31078,1602,596800,3.7,0.0576613681704099,35,34,-1
91301,2014,46784,26439,1965,679200,5.3,0.0642989523053066,39,37,-2
91302,2014,52538,25165,1983,988200,4.3,0.0865885157957481,34,65,31
91303,2014,23466,27827,1234,334700,6,0.193301469795522,31,29,-2
91304,2014,25827,53517,1197,442900,6.5,0.180989218379207,41,38,-3
91306,2014,22309,48707,1152,367300,6.9,0.163487794362207,10,17,7
91307,2014,40362,25597,2001,513400,5.7,0.0598116966832051,30,30,0
91311,2014,32432,37769,1417,448800,5.9,0.0872673356456353,66,88,22
91316,2014,35633,28190,1455,524600,6.8,0.133451578573962,48,48,0
91321,2014,24919,34576,1338,343400,7.4,0.156900740397964,25,28,3
91324,2014,25904,29178,1399,451500,7.5,0.162074165467133,52,35,-17
91325,2014,29086,32823,1305,491500,6,0.177832617371965,19,21,2
91326,2014,39664,36024,1787,612600,4.6,0.0720908283366644,28,32,4
91330,2014,2870,2708,,,14.4,0,,1,
91331,2014,18932,102367,1292,292400,9.3,0.208934519913644,31,27,-4
91335,2014,22834,77952,1211,344000,6.4,0.193054700328407,55,29,-26
91340,2014,20468,35455,1183,299000,6.9,0.178028486814272,17,19,2
91342,2014,23083,91701,1313,328200,7.4,0.167130129442427,30,36,6
91343,2014,22045,61976,1165,386800,7.7,0.223860849361043,24,20,-4
91344,2014,31003,53165,1538,463900,6.4,0.0834007335653155,36,46,10
91345,2014,26438,18196,1321,329500,6.3,0.110958452407122,9,16,7
91350,2014,39454,35826,1694,383800,6.9,0.0506615307318707,23,42,19
91351,2014,30257,32433,1463,317400,7.7,0.128511084389357,23,12,-11
91352,2014,20401,46874,1161,343900,7.8,0.202798993045185,41,36,-5
91354,2014,53335,29034,2000,455600,6.2,0.0430874147551147,29,29,0
91355,2014,43791,33635,1736,426000,6,0.0598186412962688,59,74,15
91356,2014,33953,29847,1246,753600,4.8,0.125573759506818,53,60,7
91364,2014,42628,26975,1810,651700,6,0.0734754402224282,64,79,15
91367,2014,44314,42029,1756,562300,5.3,0.0919603131171334,84,80,-4
91371,2014,,0,,,,,,,
91381,2014,51875,20296,1780,574700,6.2,0.0406976744186047,19,23,4
91384,2014,29543,28949,1266,394700,6.1,0.0742685412276763,11,6,-5
91387,2014,34256,42518,1667,370400,7.1,0.105084905216614,25,27,2
91390,2014,41927,19691,1533,463400,5.7,0.0559646539027982,12,11,-1
91401,2014,23575,40503,1177,500700,7.9,0.231513715033454,33,35,2
91402,2014,18537,70781,1064,288400,9.4,0.278761249487857,21,22,1
91403,2014,42963,24353,1563,762300,6.5,0.0902968833408615,87,71,-16
91405,2014,19103,53406,1073,353300,8.9,0.251881811032468,40,31,-9
91406,2014,22518,53528,1130,368400,7.2,0.201614108503961,68,75,7
91411,2014,22996,24146,1159,463200,9.1,0.214528286258594,47,28,-19
91423,2014,43672,32130,1484,771200,7.9,0.0850295673825086,58,49,-9
91436,2014,61464,14563,2001,1000001,5,0.0545217331593765,67,70,3
91501,2014,28912,19829,1442,613100,8.4,0.134600837157698,19,16,-3
91502,2014,21619,12605,1255,351500,5.9,0.197778659262198,52,63,11
91504,2014,33730,25544,1335,575500,5.5,0.0848340119010335,23,34,11
91505,2014,40243,31133,1512,542000,6.1,0.0708572896926091,63,50,-13
91506,2014,38298,18428,1309,556100,4.6,0.0666377252007814,31,44,13
91601,2014,25933,38781,1256,455500,9.8,0.215182692555633,45,43,-2
91602,2014,39311,18315,1438,626300,10.3,0.10974610974611,29,24,-5
91604,2014,53286,29072,1675,838100,9,0.0753302146395157,57,45,-12
